id,resourceType,title,description,startDate,endDate,lat,lon,lat/lon,author,Evacuated,Homeless,Injuries,Deaths,Insured Cost,Train(s) damaged,Train(s) destroyed,Home(s) damaged,Home(s) destroyed,Building(s) damaged,Building(s) destroyed,Ind Premises destroyed,Com Premises damaged,Com Premises destroyed,Bridge(s) damaged,Bridge(s) destroyed,Aircraft damaged,Aircraft destroyed,Motor Vehicle(s) damaged,Motor Vehicle(s) destroyed,Water vessel(s) damaged,Water vessel(s) destroyed,Business(es) damaged,Business(es) destroyed,Farm(s) damaged,Farm(s) destroyed,Crop(s) destroyed,Livestock destroyed,Government assistance,regions,subjects,url,resourceUrl
74,Disaster Event,Flood - Southern Queensland and Northern New South Wales,"In the first week of May widespread flooding and heavy rainfall was reported in south-east Queensland and northern New South Wales. A tidal surge created by a low pressure system caused above average tidal conditions. In addition, Brisbane water catchment areas recorded up to 1000 mm. The&nbsp;worst affected areas were Brisbane and the Darling Downs region. Furthermore the extreme weather conditions also affected the Lockyer creek, Bremer and Logan rivers.  Both Queensland and New South Wales reported extensive damage to farming areas, including vegetable and cotton crops. There were five deaths recorded.  The Insurance Council of Australia estimated the 1996 damage at $31 million, with the 2011 estimated normalised cost of $134 million.",1996-01-05,1996-09-05,-27.37176704,150.4907227,"-27.37176704,150.4907227",,,,20,5,31000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales;Queensland,,http://www.emknowledge.gov.au/resource/?id=74,
192,Disaster Event,Hail - Singleton,"In the afternoon of 11 December 1996, Singleton in the upper Hunter Valley experienced a severe storm. Hailstones as large as 7 cm penetrated roofs and smashed windows for a period up to fifteen minutes exposing houses to flooding from subsequent large downpours of rain. The storm damaged 700 houses in Singleton and surrounding areas. Approximately 2000 vehicles were seriously damaged and more than 50 cars written off completely.  Damage also occurred to crops; grape, barley, lucerne and other market garden enterprises.  The Insurance Council of Australia estimated the 1996 damage at $49 million, with the 2011 estimated normalised cost of $149 million.",1996-11-12,1996-11-12,-32.56196976,151.1753235,"-32.56196976,151.1753235",,,,,,49000000,,,700,,,,,,,,,,,2000,50,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=192,
540,Disaster Event,Transport - Black Hawk Aircraft Collision,"On 12 June 1996, a formation of six Black Hawk helicopters departed RAAF Townsville to conduct a counter-terrorism approach exercise in the High Range Training Area. Thirty seconds from the landing zone, one of the helicopters veered to the right, clipping the tail rotor of a second aircraft. The lead helicopter crashed to the ground upside down. The second helicopter entered a flat spin before crash landing in an upright position. Both aircrafts were consumed by fire. Eighteen Australian servicemen perished and a further 12 were injured. Equipment worth $37 million was destroyed.  The Board of Inquiry found that the planning and information regarding the air mission were inadequate; however no criminal charges were laid.  &nbsp;",1996-12-06,1996-12-06,-19.25670052,146.8177338,"-19.25670052,146.8177338",,,,12,18,,,,,,,,,,,,,,2,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=540,
337,Disaster Event,Flood - Katherine Floods,"On 24 January 1998, Tropical Cyclone Les developed over the Gulf of Carpentaria. As it made landfall it weakened into a rain depression which drifted towards Katherine.  Rain began to fall on 25 January and it continued to rain steadily for three days. During this time between 400 and 500 mm fell over the Katherine, Roper and Daly River catchments. Three people drowned in the floodwaters.  After two days of steady rain, on 27 January 1998, the Katherine River had risen to more than 20 m. The main street was covered by 2 m of muddy water and 2000 people abandoned their homes and possessions, many of them losing everything in the flood waters. Roads and transport links were extensively damaged and it took a number of days to repair. The Daly River was also affected by the flood as it moved downstream.  The Insurance Council of Australia estimated the 1998 damage at $70 million, with the 2011 estimated normalised cost of $201 million.",1998-01-25,1998-02-02,-14.46360493,132.2644043,"-14.46360493,132.2644043",,2000,3600,30,3,70000000,,,1170,,500,,,,,,,,,,,,,,,,,,,,Northern Territory,,http://www.emknowledge.gov.au/resource/?id=337,
210,Disaster Event,Bushfire - Linton (near Ballarat),"On 2 December 1998, a fire six km north of Linton and 30 km west of Ballarat in Western Victoria, burnt 660 hectares of public and private land. In the evening two CFA fire trucks became surrounded by fire. The crew managed to save themselves in one of the trucks however the other was destroyed by fire and the crew of five volunteer firefighters died.  A Coronial Inquest was undertaken and after a lengthy review process a report was produced on 11 January 2002 detailing 55 recommendations.",1998-02-12,1998-02-12,-37.68438339,143.5633545,"-37.68438339,143.5633545",,,,,5,,,,,,,,,,,,,,,,2,,,,,,,,,,Victoria,,http://www.emknowledge.gov.au/resource/?id=210,
313,Disaster Event,Severe Storm - Sydney and Region 1998,"On 4 February 1998, a thunderstorm with approximately 16,000 lightning strikes struck Sydney and regional areas. In Sydney 40,000 homes were without power. In regional areas there were several reports of severe wind gusts during the afternoon. The highest were: 106 km per hour at Dubbo, 104 km per hour at Coonamble, 83 km per hour at Orange and 76 km per hour at Armidale.  The Insurance Council of Australia estimated the 1998 damage at $12 million, with the 2011 estimated normalised cost of $34 million.",1998-04-02,1998-04-02,-34.8499794,150.7465363,"-34.8499794,150.7465363",,,,1,,12000000,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=313,
59,Disaster Event,Severe Storm - Nyngan,"On 5 January 1998 at 3.15pm, a severe storm with hail and strong winds struck the western New South Wales town of Nyngan. Damage to property included four houses destroyed and 77 houses sustaining significant damage. Public buildings, schools and shops were also damaged. There was widespread damage to infrastructure including electricity lines, water and sewage. One person was injured.  The Insurance Council of Australia estimated the 1998 damage at $12 million, with the 2011 estimated normalised cost of $27 million.",1998-05-01,1998-05-01,-31.53523827,147.1920776,"-31.53523827,147.1920776",,,,1,,12000000,,,77,4,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=59,
184,Disaster Event,Chemical - HMAS Westralia (II),"At approximately 10.35 am on 5 May 1998 as a result of a burst fuel hose, a fire started in the main engine room of the HMAS Westralia. The blaze was instigated by the fuel hose rupture spreading diesel fuel to an exposed indicator cock. HMAS Westralia was approximately 20 km off the Western Australian Coast, near Rottnest Island, at the time of the incident. It was carrying a crew of 98. The engine room was drenched with carbon dioxide to isolate the fire and prevent it from reaching the 20,000 tonnes of highly flammable fuel on board. Four sailors were killed by acute smoke inhalation within five minutes of the fire starting. Nine people required treatment for injuries, although many more suffered smoke inhalation.  A Coroner's Court Inquest and a Royal Australian Navy Board of Inquiry found that the fire and subsequent deaths were caused by failings in the machinery and the actions of the company contracted to maintain it.",1998-05-05,1998-05-05,-31.99642944,115.6283569,"-31.99642944,115.6283569",,,,9,4,,,,,,,,,,,,,,,,,1,,,,,,,,,Western Australia,,http://www.emknowledge.gov.au/resource/?id=184,
208,Disaster Event,Transport - Bookham Coach Semi-Trailer Collision,On 7 August 1998 three people died and 19 were injured when a tour bus travelling from Melbourne to Canberra collided with a semi trailer on the Hume Highway resulting in the bus rolling onto its side. All injured passengers were taken to Yass Hospital for treatment.,1998-07-08,1998-07-08,-34.83846283,148.9116058,"-34.83846283,148.9116058",,,,19,3,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=208,
173,Disaster Event,Severe Storm - Ipswich,"In April 1998 a severe thunderstorm with strong wind gusts reported up to 80 km per hour, swept from New South Wales into Ipswich and other Brisbane suburbs. Strong winds up to 117 km per hour were recorded in Amberley. Three people died when they were electrocuted by a fallen power line. Other damage reported included yachts in the Brisbane to Gladstone yacht race.",1998-10-04,1998-10-04,-27.61335373,152.7585449,"-27.61335373,152.7585449",,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=173,
428,Disaster Event,Severe Storm - Sydney Apr 1998,"Thunderstorms coupled with heavy rain occurred in the Sydney metropolitan area late 9 Apri 1998 and into the following day. Much of the reported damage was due to flash flooding. Hundreds of SES staff and volunteers worked to protect homes around the Narrabeen Lake area as water levels rose to a 15 year high. Three houses were evacuated as they were threatened by stormwater at the rear of their properties. Approximately 5,000 homes lost power after the heavy rains. One person drowned after being swept away in a swollen creek. Avalon and Belrose recorded rainfall levels in excess of 200 mm.  The Bureau of Meteorology advised the event was caused by an upper level system interacting with warm, moist onshore flow lifted by a trough off the coast.  The Insurance Council of Australia estimated the 1998 damage at $10 million, with the 2011 estimated normalised cost of $28 million.",1998-09-04,1998-10-04,-33.91579819,151.0357513,"-33.91579819,151.0357513",,,,,1,10000000,,,80,,10,,,,,,,,,,,,,5,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=428,
511,Disaster Event,Flood - Townsville,"Tropical Cyclone Sid brought about heavy rain and wide spread flooding to areas in the&nbsp;northern regions of Queensland, between Cairns and Townsville. Townsville recorded 549 mm of rain in a 24 hour period, and as a result 50 per cent of the town&nbsp;lost their power supply. Other major areas affected included Blue Water Creek, Black River, Rollingstone, Paluma, Ingham, Halifax and Charters Towers.  The heavy deluge brought about extensive damage throughout the affected regions. Infrastructure including roads, highways, bridges, railways and power lines were badly disrupted. Furthermore, the flash flood inundated multiple buildings and houses along with wide spread damage to both agriculture and horticulture industries. The flood waters ruined crops, particularly the cane growers. One death was recorded as a result of this event.  The Insurance Council of Australia estimated the 1998 damage at $71 million, with the 2011 estimated normalised cost of $245 million.&nbsp;",1998-10-01,1998-12-01,-19.25686264,146.8180695,"-19.25686264,146.8180695",,,,,1,71000000,,,,14,,,,,,,,,,,,,7,,,,,,,,Queensland,,http://www.emknowledge.gov.au/resource/?id=511,
144,Disaster Event,Transport - Glenbrook (Blue Mountains) Railway Accident,"On 2 December at 8:22 am, a State Rail Authority inter urban train collided with the rear of the Indian Pacific tourist train. The accident occurred on the main western line east of Glenbrook railway station, in the Blue Mountains west of Sydney. Dozens of passengers on both trains sustained injuries. Fifty one passengers required hospitalisation. Exensive damage occurred to both trains, including disruption to the rail network.  The Government established a Special Commission of Inquiry on 9 December 1999, and appointed The Honourable Mr Acting Justice Peter McInerney as Commissioner.  The interim report uncovered 23 causes and factors contributing to the crash, including signal failures and poor communication between drivers and signallers. The final report was delivered in April 2001, out of the 95 recommendations to improve rail safety in NSW, 93 were accepted by the State Government.",1999-02-12,1999-02-12,-33.76890945,150.6204834,"-33.76890945,150.6204834",,,,51,7,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=144,
407,Disaster Event,Industrial - Hunter Valley Silo Explosion,On 6 December 1999 an explosion took place at Rutherford's Caines margarine factory. The explosion was attributed to stored cotton seed which caught fire and created a fireball in the silo. Three individuals were critically injured in the incident and subsequently died. A firefighter also sustained injuries from the incident.,1999-06-12,1999-06-12,-32.71494293,151.5270386,"-32.71494293,151.5270386",,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,New South Wales,,http://www.emknowledge.gov.au/resource/?id=407,
